Date,Close/Last,Volume,Open,High,Low
10/15/2025,$435.15,71558190,$434.90,$440.51,$426.3301
10/14/2025,$429.24,72669440,$426.79,$434.20,$417.86
10/13/2025,$435.90,79552790,$423.53,$436.89,$419.70
10/10/2025,$413.49,112107900,$436.54,$443.13,$411.45
10/09/2025,$435.54,69339930,$431.81,$436.35,$426.18
10/08/2025,$438.69,71192130,$437.57,$441.33,$425.23
10/07/2025,$433.09,102296100,$447.82,$452.68,$432.4501
10/06/2025,$453.25,85324880,$440.75,$453.55,$436.69
10/03/2025,$429.83,133188200,$443.285,$446.77,$416.575
10/02/2025,$436.00,137009000,$470.54,$470.75,$435.57
10/01/2025,$459.46,98122290,$443.80,$462.29,$440.75
09/30/2025,$444.72,74357960,$441.52,$445.00,$433.12
09/29/2025,$443.21,79491510,$444.35,$450.98,$439.50
09/26/2025,$440.40,101628200,$428.30,$440.47,$421.02
09/25/2025,$423.39,96746430,$435.24,$435.35,$419.08
09/24/2025,$442.79,93133570,$429.83,$444.21,$429.0301
09/23/2025,$425.85,83422690,$439.88,$440.97,$423.72
09/22/2025,$434.21,97108780,$431.11,$444.98,$429.13
09/19/2025,$426.07,93131030,$421.82,$429.47,$421.72
09/18/2025,$416.85,90454510,$428.865,$432.2199,$416.56
09/17/2025,$425.86,106133500,$415.75,$428.3121,$409.67
09/16/2025,$421.62,104285700,$414.495,$423.25,$411.43
09/15/2025,$410.04,163823700,$423.13,$425.70,$402.43
09/12/2025,$395.94,168156400,$370.94,$396.6899,$370.24
09/11/2025,$368.81,103756000,$350.17,$368.99,$347.60
09/10/2025,$347.79,72121680,$350.55,$356.33,$346.07
09/09/2025,$346.97,53815990,$348.44,$350.77,$343.82
09/08/2025,$346.40,75208290,$354.64,$358.44,$344.84
09/05/2025,$350.84,108989800,$348.00,$355.87,$344.6801
09/04/2025,$338.53,60711030,$336.15,$338.89,$331.48
09/03/2025,$334.09,88733290,$335.20,$343.33,$328.51
09/02/2025,$329.36,58391950,$328.23,$333.33,$325.60
08/29/2025,$333.87,81145660,$347.23,$348.7499,$331.70
08/28/2025,$345.98,67903220,$350.91,$353.55,$340.26
08/27/2025,$349.60,65519010,$351.94,$355.39,$349.156
08/26/2025,$351.67,76651550,$344.93,$351.90,$343.72
08/25/2025,$346.60,86670040,$338.90,$349.53,$335.03
08/22/2025,$340.01,94016350,$321.66,$340.25,$319.69
08/21/2025,$320.11,55744450,$322.08,$324.90,$318.68
08/20/2025,$323.90,77481770,$329.22,$331.37,$314.60
08/19/2025,$329.31,75956000,$335.79,$340.55,$327.85
08/18/2025,$335.16,56956550,$329.62,$336.27,$329.59
08/15/2025,$330.56,74319790,$337.655,$339.30,$327.02
08/14/2025,$335.58,75000660,$335.76,$340.4699,$330.40
08/13/2025,$339.38,67838890,$341.50,$348.98,$338.20
08/12/2025,$340.84,80690110,$345.00,$345.26,$332.94
08/11/2025,$339.03,105320200,$335.00,$346.64,$334.15
08/08/2025,$329.65,91200320,$321.43,$335.15,$320.98
08/07/2025,$322.27,66658670,$319.79,$322.40,$316.16
08/06/2025,$319.91,78523580,$307.89,$320.47,$306.9345
08/05/2025,$308.72,57961280,$308.95,$312.4499,$305.50
08/04/2025,$309.26,78683910,$309.08,$312.1186,$303.0001
08/01/2025,$302.63,89121450,$306.205,$309.31,$297.82
07/31/2025,$308.27,85270920,$319.605,$321.37,$306.10
07/30/2025,$319.04,83931940,$322.18,$324.4499,$311.6164
07/29/2025,$321.20,87358860,$325.55,$326.25,$318.25
07/28/2025,$325.59,112673800,$318.45,$330.49,$315.69
07/25/2025,$316.06,148227000,$308.74,$323.63,$308.01
07/24/2025,$305.30,156966000,$310.00,$310.15,$300.41
07/23/2025,$332.56,92553760,$330.90,$336.20,$328.67
07/22/2025,$332.11,77370370,$329.74,$335.4098,$321.55
07/21/2025,$328.49,75768800,$334.40,$338.00,$326.88
07/18/2025,$329.65,94254990,$321.66,$330.90,$321.42
07/17/2025,$319.41,73922870,$323.15,$324.34,$317.0601
07/16/2025,$321.67,97284790,$312.80,$323.50,$312.62
07/15/2025,$310.78,77556350,$319.675,$321.20,$310.50
07/14/2025,$316.90,78043430,$317.73,$322.5986,$312.67
07/11/2025,$313.51,79236440,$307.89,$314.09,$305.65
07/10/2025,$309.87,104365300,$300.05,$310.48,$300.00
07/09/2025,$295.88,75586770,$297.55,$300.15,$293.55
07/08/2025,$297.81,103246700,$297.00,$304.0499,$294.35
07/07/2025,$293.94,131177900,$291.37,$296.15,$288.7701
07/03/2025,$315.35,58042300,$317.99,$318.45,$312.76
07/02/2025,$315.65,119483700,$312.63,$316.832,$303.82
07/01/2025,$300.71,145085700,$298.46,$305.89,$293.21
06/30/2025,$317.66,76695080,$319.90,$325.5799,$316.60
06/27/2025,$323.63,89067050,$324.51,$329.3393,$317.495
06/26/2025,$325.78,80440910,$324.61,$331.05,$323.61
06/25/2025,$327.55,119845100,$342.70,$343.00,$320.40
06/24/2025,$340.47,114736200,$356.17,$356.26,$340.44
06/23/2025,$348.68,190716800,$327.54,$357.54,$327.48
06/20/2025,$322.16,108688000,$327.95,$332.36,$317.78
06/18/2025,$322.05,95137690,$317.31,$329.32,$315.45
06/17/2025,$316.35,88282670,$326.09,$327.26,$314.74
06/16/2025,$329.13,83925860,$331.29,$332.05,$326.41
06/13/2025,$325.31,128964300,$313.97,$332.99,$313.30
06/12/2025,$319.11,105127500,$323.075,$332.56,$316.86
06/11/2025,$326.43,122611400,$334.395,$335.50,$322.50
06/10/2025,$326.09,151256500,$314.94,$327.83,$310.667
06/09/2025,$308.58,140908900,$285.955,$309.83,$281.85
06/06/2025,$295.14,164747700,$298.83,$305.50,$291.14
06/05/2025,$284.70,292818700,$322.49,$324.5499,$273.21
06/04/2025,$332.05,98912080,$345.095,$345.60,$327.3308
06/03/2025,$344.27,99324540,$346.595,$355.40,$343.04
06/02/2025,$342.69,81873830,$343.50,$348.02,$333.33
05/30/2025,$346.46,123474900,$355.52,$363.68,$345.29
05/29/2025,$358.43,88545670,$365.29,$367.71,$356.00
05/28/2025,$356.90,91404310,$364.84,$365.00,$355.91
05/27/2025,$362.89,120146400,$347.35,$363.79,$347.32
05/23/2025,$339.34,84654820,$337.92,$343.18,$333.21
05/22/2025,$341.04,97113420,$331.90,$347.27,$331.39
05/21/2025,$334.62,102354800,$344.43,$347.35,$332.20
05/20/2025,$343.82,131715500,$347.87,$354.9899,$341.63
05/19/2025,$342.09,88869850,$336.30,$343.00,$333.37
05/16/2025,$349.98,95895670,$346.24,$351.62,$342.33
05/15/2025,$342.82,97882600,$340.34,$346.1393,$334.7153
05/14/2025,$347.68,136997300,$342.50,$350.00,$337.00
05/13/2025,$334.07,136992600,$320.00,$337.5894,$316.80
05/12/2025,$318.38,112826700,$321.99,$322.21,$311.50
05/09/2025,$298.26,132387800,$290.21,$307.04,$290.00
05/08/2025,$284.82,97539450,$279.63,$289.80,$279.41
05/07/2025,$276.22,71882410,$276.88,$277.92,$271.00
05/06/2025,$275.35,76715790,$273.105,$277.73,$271.35
05/05/2025,$280.26,94618880,$284.57,$284.849,$274.40
05/02/2025,$287.21,114454700,$284.90,$294.78,$279.81
05/01/2025,$280.52,99658970,$280.01,$290.8688,$279.81
04/30/2025,$282.16,128961100,$279.90,$284.45,$270.78
04/29/2025,$292.03,108906600,$285.50,$293.32,$279.4695
04/28/2025,$285.88,151731800,$288.98,$294.86,$272.42
04/25/2025,$284.95,167560700,$261.69,$286.85,$259.63
04/24/2025,$259.51,94464200,$250.50,$259.54,$249.20
04/23/2025,$250.74,150381900,$254.86,$259.4499,$244.43
04/22/2025,$237.97,120858500,$230.96,$242.79,$229.8501
04/21/2025,$227.50,97768010,$230.26,$232.21,$222.79
04/17/2025,$241.37,83404780,$243.47,$244.34,$237.6833
04/16/2025,$241.55,112378700,$247.61,$251.97,$233.89
04/15/2025,$254.11,79594320,$249.91,$258.75,$247.54
04/14/2025,$252.35,100135200,$258.36,$261.80,$245.93
04/11/2025,$252.31,128948100,$251.84,$257.74,$241.3629
04/10/2025,$252.40,181722600,$260.00,$262.49,$239.33
04/09/2025,$272.20,219433400,$224.69,$274.69,$223.88
04/08/2025,$221.86,171603500,$245.00,$250.44,$217.80
04/07/2025,$233.29,183453800,$223.78,$252.00,$214.25
04/04/2025,$239.43,181229400,$255.38,$261.00,$236.00
04/03/2025,$267.28,136174300,$265.29,$276.30,$261.51
04/02/2025,$282.76,212787800,$254.60,$284.99,$251.27
04/01/2025,$268.46,146486900,$263.80,$277.45,$259.25
03/31/2025,$259.16,134008900,$249.31,$260.56,$243.3601
03/28/2025,$263.55,123809400,$275.575,$276.10,$260.57
03/27/2025,$273.13,162572100,$272.48,$291.85,$271.8216
03/26/2025,$272.06,156254400,$282.66,$284.90,$266.51
03/25/2025,$288.14,150361500,$283.60,$288.20,$271.28
03/24/2025,$278.39,169079900,$258.075,$278.64,$256.33
03/21/2025,$248.71,132728700,$234.985,$249.52,$234.55
03/20/2025,$236.26,99028270,$233.345,$238.00,$230.0501
03/19/2025,$235.86,111993800,$231.61,$241.41,$229.201
03/18/2025,$225.31,111477600,$228.155,$230.10,$222.28
03/17/2025,$238.01,111900600,$245.055,$245.40,$232.80
03/14/2025,$249.98,100242300,$247.31,$251.58,$240.73
03/13/2025,$240.68,114813500,$248.125,$248.29,$232.60
03/12/2025,$248.09,142215700,$247.22,$251.84,$241.10
03/11/2025,$230.58,174896400,$225.305,$237.0649,$217.02
03/10/2025,$222.15,189076900,$252.535,$253.37,$220.00
03/07/2025,$262.67,102369600,$259.32,$266.2499,$250.73
03/06/2025,$263.45,98451570,$272.06,$272.65,$260.02
03/05/2025,$279.10,94042910,$272.92,$279.55,$267.71
03/04/2025,$272.04,126706600,$270.93,$284.35,$261.8401
03/03/2025,$284.65,115551400,$300.34,$303.94,$277.30
02/28/2025,$292.98,115697000,$279.50,$293.88,$273.60
02/27/2025,$281.95,101748200,$291.16,$297.23,$280.88
02/26/2025,$290.80,100118300,$303.715,$309.00,$288.04
02/25/2025,$302.80,134228800,$327.025,$328.89,$297.2512
02/24/2025,$330.53,76052320,$338.14,$342.3973,$324.70
02/21/2025,$337.80,74058650,$353.44,$354.98,$334.42
02/20/2025,$354.40,45965350,$361.51,$362.30,$348.00
02/19/2025,$360.56,67094370,$354.00,$367.34,$353.67
02/18/2025,$354.11,51631700,$355.01,$359.10,$350.02
02/14/2025,$355.84,68277280,$360.62,$362.00,$347.50
02/13/2025,$355.94,89441520,$345.00,$358.69,$342.85
02/12/2025,$336.51,105382700,$329.94,$346.40,$329.12
02/11/2025,$328.50,118543400,$345.80,$349.37,$325.10
02/10/2025,$350.73,77514900,$356.21,$362.70,$350.51
02/07/2025,$361.62,70298260,$370.19,$380.5459,$360.34
02/06/2025,$374.32,77918230,$373.03,$375.40,$363.18
02/05/2025,$378.17,57614720,$387.51,$388.39,$375.53
02/04/2025,$392.21,57072240,$382.63,$394.00,$381.40
02/03/2025,$383.68,93732120,$386.68,$389.17,$374.36
01/31/2025,$404.60,83568220,$401.53,$419.99,$401.34
01/30/2025,$400.28,98092880,$410.78,$412.50,$384.41
01/29/2025,$389.10,68033650,$395.21,$398.5899,$384.48
01/28/2025,$398.09,48910680,$396.91,$400.59,$386.50
01/27/2025,$397.15,58125510,$394.80,$406.69,$389.00
01/24/2025,$406.58,56427150,$414.45,$418.88,$405.78
01/23/2025,$412.38,50690590,$416.06,$420.73,$408.95
01/22/2025,$415.11,60963340,$416.81,$428.00,$414.59
01/21/2025,$424.07,87320890,$432.64,$433.20,$406.31
01/17/2025,$426.50,94991430,$421.50,$439.74,$419.75
01/16/2025,$413.82,68335150,$423.49,$424.00,$409.13
01/15/2025,$428.22,81375460,$409.90,$429.80,$405.661
01/14/2025,$396.36,84565020,$414.34,$422.64,$394.54
01/13/2025,$403.31,67580490,$383.21,$403.79,$380.07
01/10/2025,$394.74,62287330,$391.40,$399.28,$377.29
01/08/2025,$394.94,73038810,$392.95,$402.4999,$387.40
01/07/2025,$394.36,75699530,$405.83,$414.33,$390.00
01/06/2025,$411.05,85516530,$423.20,$426.43,$401.70
01/03/2025,$410.44,95423330,$381.48,$411.8799,$379.45
01/02/2025,$379.28,109710700,$390.10,$392.7299,$373.04
12/31/2024,$403.84,76825120,$423.79,$427.93,$402.54
12/30/2024,$417.41,64941010,$419.40,$427.00,$415.75
12/27/2024,$431.66,82666820,$449.52,$450.00,$426.50
12/26/2024,$454.13,76651210,$465.16,$465.3299,$451.02
12/24/2024,$462.28,59551750,$435.90,$462.78,$435.14
12/23/2024,$430.60,72698060,$431.00,$434.51,$415.4112
12/20/2024,$421.06,132216200,$425.505,$447.08,$417.64
12/19/2024,$436.17,118566100,$451.88,$456.36,$420.02
12/18/2024,$440.13,149340800,$466.495,$488.5399,$427.01
12/17/2024,$479.86,131223000,$475.90,$483.99,$457.5101
12/16/2024,$463.02,114083800,$441.09,$463.19,$436.15
12/13/2024,$436.23,89000160,$420.00,$436.30,$415.71
12/12/2024,$418.10,87752230,$424.84,$429.30,$415.00
12/11/2024,$424.77,104287600,$409.70,$424.88,$402.38
12/10/2024,$400.99,97563580,$392.68,$409.73,$390.85
12/09/2024,$389.79,96359170,$397.61,$404.80,$378.01
12/06/2024,$389.22,81455830,$377.42,$389.49,$370.80
12/05/2024,$369.49,81403570,$359.87,$375.43,$359.50
12/04/2024,$357.93,50810870,$353.00,$358.10,$348.60
12/03/2024,$351.42,58267200,$351.80,$355.69,$348.20
12/02/2024,$357.09,77986480,$352.38,$360.00,$351.1501
